sample,sample_role,model_family,data_kind,k_index,k_reduced,conduction_energy_ev,valence_energy_ev,reference_conduction_energy_ev,reference_valence_energy_ev,conduction_error_ev,valence_error_ev,band_gap_ev,gap_relative_error,conduction_edge_k,valence_edge_k,direct_gap_score,curvature_score,band_shape_score,gap_score,band_order_score,symmetry_score,semiconductor_reference_score,status
scaled_gap_control,negative_control,gap_scale_control,band_point,35,-0.125,0.468537824395,-0.459403368296,0.636537824395,-0.627403368296,-0.168,0.168,,,,,,,,,,,,BAND_POINT_RECORDED
scaled_gap_control,negative_control,gap_scale_control,band_point,36,-0.1,0.455492872178,-0.449619654134,0.623492872178,-0.617619654134,-0.168,0.168,,,,,,,,,,,,BAND_POINT_RECORDED
scaled_gap_control,negative_control,gap_scale_control,band_point,37,-0.075,0.445262438209,-0.441946828657,0.613262438209,-0.609946828657,-0.168,0.168,,,,,,,,,,,,BAND_POINT_RECORDED
scaled_gap_control,negative_control,gap_scale_control,band_point,38,-0.05,0.437909596514,-0.436432197386,0.605909596514,-0.604432197386,-0.168,0.168,,,,,,,,,,,,BAND_POINT_RECORDED
scaled_gap_control,negative_control,gap_scale_control,band_point,39,-0.025,0.433479679808,-0.433109759856,0.601479679808,-0.601109759856,-0.168,0.168,,,,,,,,,,,,BAND_POINT_RECORDED
scaled_gap_control,negative_control,gap_scale_control,band_point,40,0,0.432,-0.432,0.6,-0.6,-0.168,0.168,,,,,,,,,,,,BAND_POINT_RECORDED
scaled_gap_control,negative_control,gap_scale_control,band_point,41,0.025,0.433479679808,-0.433109759856,0.601479679808,-0.601109759856,-0.168,0.168,,,,,,,,,,,,BAND_POINT_RECORDED
scaled_gap_control,negative_control,gap_scale_control,band_point,42,0.05,0.437909596514,-0.436432197386,0.605909596514,-0.604432197386,-0.168,0.168,,,,,,,,,,,,BAND_POINT_RECORDED
scaled_gap_control,negative_control,gap_scale_control,band_point,43,0.075,0.445262438209,-0.441946828657,0.613262438209,-0.609946828657,-0.168,0.168,,,,,,,,,,,,BAND_POINT_RECORDED
scaled_gap_control,negative_control,gap_scale_control,band_point,44,0.1,0.455492872178,-0.449619654134,0.623492872178,-0.617619654134,-0.168,0.168,,,,,,,,,,,,BAND_POINT_RECORDED
scaled_gap_control,negative_control,gap_scale_control,band_point,45,0.125,0.468537824395,-0.459403368296,0.636537824395,-0.627403368296,-0.168,0.168,,,,,,,,,,,,BAND_POINT_RECORDED
scaled_gap_control,negative_control,gap_scale_control,band_point,46,0.15,0.48431686839,-0.471237651292,0.65231686839,-0.639237651292,-0.168,0.168,,,,,,,,,,,,BAND_POINT_RECORDED
scaled_gap_control,negative_control,gap_scale_control,band_point,47,0.175,0.50273272111,-0.485049540833,0.67073272111,-0.653049540833,-0.168,0.168,,,,,,,,,,,,BAND_POINT_RECORDED
scaled_gap_control,negative_control,gap_scale_control,band_point,48,0.2,0.5236718427,-0.500753882025,0.6916718427,-0.668753882025,-0.168,0.168,,,,,,,,,,,,BAND_POINT_RECORDED
scaled_gap_control,negative_control,gap_scale_control,band_point,49,0.225,0.547005136512,-0.518253852384,0.715005136512,-0.686253852384,-0.168,0.168,,,,,,,,,,,,BAND_POINT_RECORDED
