hierarchy_label,level_id,n_side,h,ensemble_size,seed,tau,observable,value
frozen_branch,n48,48,0.020833333333,5,1301,0.8,mean_identity,0.920259387914
frozen_branch,n48,48,0.020833333333,5,1301,1.2,centroid_drift_x,0.001391602848
frozen_branch,n48,48,0.020833333333,5,1301,1.2,density_mode_amplitude,0.659467776817
frozen_branch,n48,48,0.020833333333,5,1301,1.2,density_redistribution_rate,0.006218141012
frozen_branch,n48,48,0.020833333333,5,1301,1.2,variance_growth,0.0
frozen_branch,n48,48,0.020833333333,5,1301,1.2,effective_diffusion_proxy,0.0
frozen_branch,n48,48,0.020833333333,5,1301,1.2,survival_fraction,1.0
frozen_branch,n48,48,0.020833333333,5,1301,1.2,localization_width,0.282566494483
frozen_branch,n48,48,0.020833333333,5,1301,1.2,spectral_distortion,0.311101545831
frozen_branch,n48,48,0.020833333333,5,1301,1.2,mean_identity,0.916729451153
frozen_branch,n48,48,0.020833333333,5,1301,1.6,centroid_drift_x,0.001564463651
frozen_branch,n48,48,0.020833333333,5,1301,1.6,density_mode_amplitude,0.661077092388
frozen_branch,n48,48,0.020833333333,5,1301,1.6,density_redistribution_rate,0.005669427991
frozen_branch,n48,48,0.020833333333,5,1301,1.6,variance_growth,0.0
frozen_branch,n48,48,0.020833333333,5,1301,1.6,effective_diffusion_proxy,0.0
frozen_branch,n48,48,0.020833333333,5,1301,1.6,survival_fraction,0.8
frozen_branch,n48,48,0.020833333333,5,1301,1.6,localization_width,0.268722854682
frozen_branch,n48,48,0.020833333333,5,1301,1.6,spectral_distortion,0.273986826738
frozen_branch,n48,48,0.020833333333,5,1301,1.6,mean_identity,0.913211722695
frozen_branch,n48,48,0.020833333333,5,1301,2.0,centroid_drift_x,0.001639819207
frozen_branch,n48,48,0.020833333333,5,1301,2.0,density_mode_amplitude,0.662381559935
frozen_branch,n48,48,0.020833333333,5,1301,2.0,density_redistribution_rate,0.005187776166
frozen_branch,n48,48,0.020833333333,5,1301,2.0,variance_growth,0.0
frozen_branch,n48,48,0.020833333333,5,1301,2.0,effective_diffusion_proxy,0.0
frozen_branch,n48,48,0.020833333333,5,1301,2.0,survival_fraction,0.8
frozen_branch,n48,48,0.020833333333,5,1301,2.0,localization_width,0.268392081518
frozen_branch,n48,48,0.020833333333,5,1301,2.0,spectral_distortion,0.239292536945
frozen_branch,n48,48,0.020833333333,5,1301,2.0,mean_identity,0.909770164115
frozen_branch,n48,48,0.020833333333,5,1301,2.4,centroid_drift_x,0.00163754593
