event_id,seed,signal_to_noise,sample,sample_role,control_type,specificity_score,base_strain_proxy_score,ridge_coherence_score,phase_continuity_score,ridge_monotonicity,ridge_slope_hz,ridge_concentration,ridge_smoothness,phase_valid_fraction,phase_frequency_correlation,phase_smoothness,phase_range_hz
surrogate_08,6608,12.74995155770915,multi_event_timing_randomization_control,negative_control,multi_event_timing_randomization,0.3760150341310679,0.2764128669488606,0.43559751204351155,0.5605755768718587,0.5714285714285714,48.03345390990225,0.3671400436947938,0.30189669896893645,1.0,0.056134542281434524,0.9136823309298592,87.04402358468487
surrogate_08,6608,12.74995155770915,micro_chunk_scramble_control,negative_control,event_window_micro_chunk_scramble,0.6541500073393944,0.8142204750308955,0.5308769891191497,0.5950139805152592,0.5238095238095238,65.24164127161117,0.4431406453710538,0.39516670806243137,1.0,0.13489827860292455,0.9409748359194204,86.64210632010867
surrogate_09,6609,10.547206177379163,strain_proxy_target,target,none,0.8302880322806998,0.9265902152092954,0.7096468173534884,0.8458096669461425,0.5238095238095238,55.38206389310511,0.7523105992873481,0.7603853859669468,1.0,0.651197303704117,0.9660438319034914,137.37143490640267
surrogate_09,6609,10.547206177379163,time_shuffle_control,negative_control,global_time_shuffle,0.29539452773950525,0.21023269158129185,0.2410065495948617,0.5615312878644722,0.47619047619047616,15.83210705916855,0.3267678224598873,0.07910795645339197,1.0,0.0,0.9039868681642508,107.27243401823921
surrogate_09,6609,10.547206177379163,phase_scramble_control,negative_control,fft_phase_scramble,0.3631329788062529,0.3575217734272662,0.25616840944698216,0.5732127760673036,0.47619047619047616,-2.2011933129373915,0.4338249689500355,0.17458517579833532,1.0,0.10785324895402507,0.9440732111485465,75.61247524484182
surrogate_09,6609,10.547206177379163,amplitude_preserving_surrogate_control,negative_control,iaaft_amplitude_spectrum_surrogate,0.4054409991642042,0.4006466949952108,0.3258776259128088,0.5956650853547376,0.5238095238095238,6.7872084589461394,0.4299330561990216,0.40582424499503056,1.0,0.02321994832823601,0.9262458717821498,124.86704823873775
surrogate_09,6609,10.547206177379163,sliding_window_scramble_control,negative_control,event_window_sliding_scramble,0.5074378712646741,0.6584483986534946,0.3330009956344806,0.5663567828527813,0.47619047619047616,-11.167257545524507,0.5441214764202483,0.31234647786973624,1.0,0.07557305400923957,0.9546365534450116,77.53247300172833
surrogate_09,6609,10.547206177379163,partial_overlap_scramble_control,negative_control,partial_event_overlap_scramble,0.6108741270911163,0.6825748341148565,0.49095304424350966,0.5922271391984442,0.5714285714285714,-79.27901482776662,0.7240177486983019,0.5388619890216371,1.0,0.0,0.960167451164959,122.09431884679093
surrogate_09,6609,10.547206177379163,chirp_reversal_control,negative_control,event_window_chirp_reversal,0.6019102607977378,0.6889804527540266,0.44689214214256767,0.5946747586050545,0.3333333333333333,-79.77560617122899,0.7525532260567118,0.6960291583639278,1.0,0.0,0.96767363221996,122.65071369556073
surrogate_09,6609,10.547206177379163,envelope_locked_phase_control,negative_control,event_envelope_preserved_phase_scramble,0.5210204910365734,0.6734006673048057,0.24311199614588502,0.5573874731336219,0.47619047619047616,-21.515009958052644,0.3806874128384629,0.2793532402125082,1.0,0.0,0.9170543468048452,101.00353685872864
surrogate_09,6609,10.547206177379163,multi_event_timing_randomization_control,negative_control,multi_event_timing_randomization,0.38301920626916025,0.2598788017524483,0.3718902628544475,0.6781234622851614,0.5238095238095238,33.63476446177796,0.3842880974205075,0.24977293478351514,1.0,0.29796458857931346,0.909692759618843,114.12301085362984
surrogate_09,6609,10.547206177379163,micro_chunk_scramble_control,negative_control,event_window_micro_chunk_scramble,0.5095762772648691,0.6277740866331658,0.30407182824295476,0.5810440066361753,0.47619047619047616,9.088735687937685,0.44264673316069775,0.2621998328033114,1.0,0.0,0.9356153334388624,117.53850347045272
surrogate_10,6610,13.87273091312312,strain_proxy_target,target,none,0.8468764940047098,0.9686310456606989,0.6783051729083514,0.8698164259235079,0.6190476190476191,34.02325994015871,0.8126852368508467,0.7975142662188808,1.0,0.73425523267528,0.9744901541153431,130.55039056540195
