hierarchy_label,level_id,n_side,h,ensemble_size,seed,probe_name,perturbation_kind,event_time_distance,chain_distance,graph_distance,front_latency_distance,primary_parameter_distance
periodic_diagonal_augmented_control,n72,72,0.013888888889,7,1302,bias_onset,amplitude_shift,0.0,0.0,0.0,0.0,0.0
periodic_diagonal_augmented_control,n72,72,0.013888888889,7,1302,bias_onset,event_graph_connectivity_noise,0.0,0.0,0.082857142857,0.0,0.0
periodic_diagonal_augmented_control,n72,72,0.013888888889,7,1303,bias_onset,density_gradient_plus,0.0,0.0,0.0,0.0,0.0
periodic_diagonal_augmented_control,n72,72,0.013888888889,7,1303,bias_onset,amplitude_shift,0.0,0.0,0.0,0.0,0.0
periodic_diagonal_augmented_control,n72,72,0.013888888889,7,1303,bias_onset,event_graph_connectivity_noise,0.0,0.0,0.058333333333,0.0,0.0
periodic_diagonal_augmented_control,n84,84,0.011904761905,3,1301,bias_onset,density_gradient_plus,0.057142857143,0.0,0.141176470588,0.0,0.0
periodic_diagonal_augmented_control,n84,84,0.011904761905,3,1301,bias_onset,amplitude_shift,0.0,0.0,0.0,0.0,0.0
periodic_diagonal_augmented_control,n84,84,0.011904761905,3,1301,bias_onset,event_graph_connectivity_noise,0.0,0.0,0.088235294118,0.0,0.0
periodic_diagonal_augmented_control,n84,84,0.011904761905,3,1302,bias_onset,density_gradient_plus,0.0,0.0,0.0,0.0,0.0
periodic_diagonal_augmented_control,n84,84,0.011904761905,3,1302,bias_onset,amplitude_shift,0.0,0.0,0.0,0.0,0.0
periodic_diagonal_augmented_control,n84,84,0.011904761905,3,1302,bias_onset,event_graph_connectivity_noise,0.0,0.0,0.065,0.0,0.0
periodic_diagonal_augmented_control,n84,84,0.011904761905,3,1303,bias_onset,density_gradient_plus,0.0,0.0,0.0,0.0,0.0
periodic_diagonal_augmented_control,n84,84,0.011904761905,3,1303,bias_onset,amplitude_shift,0.0,0.0,0.0,0.0,0.035390767472
periodic_diagonal_augmented_control,n84,84,0.011904761905,3,1303,bias_onset,event_graph_connectivity_noise,0.0,0.0,0.081111111111,0.0,0.0
periodic_diagonal_augmented_control,n84,84,0.011904761905,5,1301,bias_onset,density_gradient_plus,0.057142857143,0.0,0.126315789474,0.0,0.0
periodic_diagonal_augmented_control,n84,84,0.011904761905,5,1301,bias_onset,amplitude_shift,0.0,0.0,0.0,0.0,0.0
periodic_diagonal_augmented_control,n84,84,0.011904761905,5,1301,bias_onset,event_graph_connectivity_noise,0.0,0.0,0.064210526316,0.0,0.0
periodic_diagonal_augmented_control,n84,84,0.011904761905,5,1302,bias_onset,density_gradient_plus,0.0,0.0,0.0,0.0,0.0
periodic_diagonal_augmented_control,n84,84,0.011904761905,5,1302,bias_onset,amplitude_shift,0.042857142857,0.0,0.09,0.15,0.0
periodic_diagonal_augmented_control,n84,84,0.011904761905,5,1302,bias_onset,event_graph_connectivity_noise,0.0,0.0,0.0695,0.0,0.0
periodic_diagonal_augmented_control,n84,84,0.011904761905,5,1303,bias_onset,density_gradient_plus,0.057142857143,0.047619047619,0.12,0.0,0.0
periodic_diagonal_augmented_control,n84,84,0.011904761905,5,1303,bias_onset,amplitude_shift,0.0,0.0,0.0,0.0,0.0
